,jurisdiccion_aplicacion,jurisdiccion_aplicacion_id,fecha_aplicacion,Vacunas1,Vacunas2,Casos,id,provincia,poblacion_2021_est,Vacunas_Acum,Porcentaje_Poblacion_Vacunada
3977,Santa Cruz,78,2021-06-23,2377,346,109.0,78,Santa Cruz,374756,117334,0.3130943867476438
3978,Santa Cruz,78,2021-06-24,2521,207,123.0,78,Santa Cruz,374756,119855,0.31982143047743067
3979,Santa Cruz,78,2021-06-25,953,833,126.0,78,Santa Cruz,374756,120808,0.32236441844827035
3980,Santa Cruz,78,2021-06-26,1030,58,69.0,78,Santa Cruz,374756,121838,0.3251128734429869
3981,Santa Cruz,78,2021-06-27,521,1,51.0,78,Santa Cruz,374756,122359,0.32650311135779014
3982,Santa Cruz,78,2021-06-28,1865,356,174.0,78,Santa Cruz,374756,124224,0.33147968278026235
3983,Santa Cruz,78,2021-06-29,2959,538,124.0,78,Santa Cruz,374756,127183,0.3393754869835306
3984,Santa Cruz,78,2021-06-30,2306,308,130.0,78,Santa Cruz,374756,129489,0.34552882408820673
3985,Santa Cruz,78,2021-07-01,2452,292,119.0,78,Santa Cruz,374756,131941,0.3520717480173766
3986,Santa Cruz,78,2021-07-02,2516,261,126.0,78,Santa Cruz,374756,134457,0.35878544973262605
3987,Santa Cruz,78,2021-07-03,1245,34,76.0,78,Santa Cruz,374756,135702,0.36210761135245334
3988,Santa Cruz,78,2021-07-04,0,1,45.0,78,Santa Cruz,374756,135702,0.36210761135245334
3989,Santa Cruz,78,2021-07-05,848,1368,130.0,78,Santa Cruz,374756,136550,0.3643704170180064
3990,Santa Cruz,78,2021-07-06,1630,1048,145.0,78,Santa Cruz,374756,138180,0.368719913757218
3991,Santa Cruz,78,2021-07-07,1966,521,88.0,78,Santa Cruz,374756,140146,0.37396599387334695
3992,Santa Cruz,78,2021-07-08,2120,480,98.0,78,Santa Cruz,374756,142266,0.37962300803722954
3993,Santa Cruz,78,2021-07-09,1481,88,32.0,78,Santa Cruz,374756,143747,0.3835749127432249
3994,Santa Cruz,78,2021-07-10,377,17,48.0,78,Santa Cruz,374756,144124,0.38458090063934935
3995,Santa Cruz,78,2021-07-11,15,0,33.0,78,Santa Cruz,374756,144139,0.3846209266829617
3996,Santa Cruz,78,2021-07-12,2353,245,110.0,78,Santa Cruz,374756,146492,0.39089967872428993
3997,Santa Cruz,78,2021-07-13,2966,242,120.0,78,Santa Cruz,374756,149458,0.3988141617479106
3998,Santa Cruz,78,2021-07-14,2482,519,80.0,78,Santa Cruz,374756,151940,0.4054371377643053
3999,Santa Cruz,78,2021-07-15,3017,226,102.0,78,Santa Cruz,374756,154957,0.4134877093362081
4000,Santa Cruz,78,2021-07-16,1488,183,102.0,78,Santa Cruz,374756,156445,0.4174582928625559
4001,Santa Cruz,78,2021-07-17,975,56,50.0,78,Santa Cruz,374756,157420,0.4200599856973604
4002,Santa Cruz,78,2021-07-18,1,3,16.0,78,Santa Cruz,374756,157421,0.4200626541002679
4003,Santa Cruz,78,2021-07-19,1129,944,80.0,78,Santa Cruz,374756,158550,0.42307528098282615
4004,Santa Cruz,78,2021-07-20,1298,2239,43.0,78,Santa Cruz,374756,159848,0.4265388679567505
4005,Santa Cruz,78,2021-07-21,1826,1378,66.0,78,Santa Cruz,374756,161674,0.43141137166583055
4006,Santa Cruz,78,2021-07-22,3085,1286,36.0,78,Santa Cruz,374756,164759,0.4396433946354428
4007,Santa Cruz,78,2021-07-23,2752,781,51.0,78,Santa Cruz,374756,167511,0.44698683943686024
4008,Santa Cruz,78,2021-07-24,1123,58,24.0,78,Santa Cruz,374756,168634,0.44998345590197353
4009,Santa Cruz,78,2021-07-25,210,87,37.0,78,Santa Cruz,374756,168844,0.4505438205125468
4010,Santa Cruz,78,2021-07-26,2753,742,70.0,78,Santa Cruz,374756,171597,0.45788993371687176
4011,Santa Cruz,78,2021-07-27,3270,1257,38.0,78,Santa Cruz,374756,174867,0.46661561122437
4012,Santa Cruz,78,2021-07-28,2326,1528,,78,Santa Cruz,374756,177193,0.47282231638719596
4013,Santa Cruz,78,2021-07-29,1812,2197,,78,Santa Cruz,374756,179005,0.4776574624555711
4014,Santa Fe,82,2020-12-29,1072,0,1285.0,82,Santa Fe,3563390,1072,0.0003008371241991474
4015,Santa Fe,82,2020-12-30,1054,0,1296.0,82,Santa Fe,3563390,2126,0.000596622878775548
4016,Santa Fe,82,2020-12-31,184,0,910.0,82,Santa Fe,3563390,2310,0.0006482591015858494
4017,Santa Fe,82,2021-01-02,81,0,809.0,82,Santa Fe,3563390,2391,0.0006709902648882104
4018,Santa Fe,82,2021-01-03,13,0,421.0,82,Santa Fe,3563390,2404,0.0006746384762824165
4019,Santa Fe,82,2021-01-04,1084,0,1525.0,82,Santa Fe,3563390,3488,0.0009788431802300619
4020,Santa Fe,82,2021-01-05,1328,1,1475.0,82,Santa Fe,3563390,4816,0.0013515220057304983
4021,Santa Fe,82,2021-01-06,1047,0,1479.0,82,Santa Fe,3563390,5863,0.0016453433387869417
4022,Santa Fe,82,2021-01-07,1172,0,1512.0,82,Santa Fe,3563390,7035,0.001974243627556905
4023,Santa Fe,82,2021-01-08,1903,3,1452.0,82,Santa Fe,3563390,8938,0.0025082856493395334
4024,Santa Fe,82,2021-01-09,254,0,838.0,82,Santa Fe,3563390,9192,0.002579566087349406
4025,Santa Fe,82,2021-01-10,1,0,544.0,82,Santa Fe,3563390,9193,0.002579846718995114
4026,Santa Fe,82,2021-01-11,1552,1,1455.0,82,Santa Fe,3563390,10745,0.0030153870331341786
4027,Santa Fe,82,2021-01-12,1621,1,1477.0,82,Santa Fe,3563390,12366,0.0034702909308271055
4028,Santa Fe,82,2021-01-13,1392,0,1449.0,82,Santa Fe,3563390,13758,0.0038609301816528645
4029,Santa Fe,82,2021-01-14,1395,0,1431.0,82,Santa Fe,3563390,15153,0.0042524113274157475
4030,Santa Fe,82,2021-01-15,1442,2,1323.0,82,Santa Fe,3563390,16595,0.004657082160526914
4031,Santa Fe,82,2021-01-16,223,1,850.0,82,Santa Fe,3563390,16818,0.0047196630175198335
4032,Santa Fe,82,2021-01-18,1090,4,1240.0,82,Santa Fe,3563390,17908,0.005025551511341728
4033,Santa Fe,82,2021-01-19,1054,86,1244.0,82,Santa Fe,3563390,18962,0.005321337265918128
4034,Santa Fe,82,2021-01-20,745,443,1162.0,82,Santa Fe,3563390,19707,0.005530407841970708
4035,Santa Fe,82,2021-01-21,411,519,1022.0,82,Santa Fe,3563390,20118,0.005645747448356761
4036,Santa Fe,82,2021-01-22,483,242,906.0,82,Santa Fe,3563390,20601,0.005781292533233803
4037,Santa Fe,82,2021-01-23,185,30,544.0,82,Santa Fe,3563390,20786,0.005833209387689812
4038,Santa Fe,82,2021-01-24,1,0,285.0,82,Santa Fe,3563390,20787,0.00583349001933552
4039,Santa Fe,82,2021-01-25,389,761,798.0,82,Santa Fe,3563390,21176,0.005942655729515994
4040,Santa Fe,82,2021-01-26,315,1140,801.0,82,Santa Fe,3563390,21491,0.006031054697914065
4041,Santa Fe,82,2021-01-27,220,939,857.0,82,Santa Fe,3563390,21711,0.00609279365996986
4042,Santa Fe,82,2021-01-28,269,798,567.0,82,Santa Fe,3563390,21980,0.006168283572665355
4043,Santa Fe,82,2021-01-29,229,1240,690.0,82,Santa Fe,3563390,22209,0.006232548219532524
4044,Santa Fe,82,2021-01-30,0,53,301.0,82,Santa Fe,3563390,22209,0.006232548219532524
4045,Santa Fe,82,2021-01-31,0,5,176.0,82,Santa Fe,3563390,22209,0.006232548219532524
4046,Santa Fe,82,2021-02-01,175,872,633.0,82,Santa Fe,3563390,22384,0.0062816587575314515
4047,Santa Fe,82,2021-02-02,146,1391,730.0,82,Santa Fe,3563390,22530,0.006322630977804843
4048,Santa Fe,82,2021-02-03,115,1693,503.0,82,Santa Fe,3563390,22645,0.006354903617061282
4049,Santa Fe,82,2021-02-04,244,1406,495.0,82,Santa Fe,3563390,22889,0.006423377738614073
4050,Santa Fe,82,2021-02-05,1079,1661,527.0,82,Santa Fe,3563390,23968,0.006726179284333177
4051,Santa Fe,82,2021-02-06,579,171,266.0,82,Santa Fe,3563390,24547,0.006888665007198202
4052,Santa Fe,82,2021-02-07,3,0,144.0,82,Santa Fe,3563390,24550,0.006889506902135327
4053,Santa Fe,82,2021-02-08,1686,1287,467.0,82,Santa Fe,3563390,26236,0.007362651856799284
4054,Santa Fe,82,2021-02-09,1356,1286,516.0,82,Santa Fe,3563390,27592,0.007743188368379549
4055,Santa Fe,82,2021-02-10,1087,902,435.0,82,Santa Fe,3563390,28679,0.008048234967264319
4056,Santa Fe,82,2021-02-11,886,780,389.0,82,Santa Fe,3563390,29565,0.008296874605361748
4057,Santa Fe,82,2021-02-12,665,938,429.0,82,Santa Fe,3563390,30230,0.008483494649757674
4058,Santa Fe,82,2021-02-13,0,26,212.0,82,Santa Fe,3563390,30230,0.008483494649757674
4059,Santa Fe,82,2021-02-14,4,1,167.0,82,Santa Fe,3563390,30234,0.008484617176340508
4060,Santa Fe,82,2021-02-15,0,2,163.0,82,Santa Fe,3563390,30234,0.008484617176340508
4061,Santa Fe,82,2021-02-16,6,1,196.0,82,Santa Fe,3563390,30240,0.008486300966214756
4062,Santa Fe,82,2021-02-17,1225,918,445.0,82,Santa Fe,3563390,31465,0.008830074732207252
4063,Santa Fe,82,2021-02-18,3422,586,498.0,82,Santa Fe,3563390,34887,0.009790396223820575
4064,Santa Fe,82,2021-02-19,3686,512,466.0,82,Santa Fe,3563390,38573,0.010824804469900853
4065,Santa Fe,82,2021-02-20,450,6,263.0,82,Santa Fe,3563390,39023,0.010951088710469525
4066,Santa Fe,82,2021-02-21,58,5,153.0,82,Santa Fe,3563390,39081,0.010967365345920597
4067,Santa Fe,82,2021-02-22,5842,321,449.0,82,Santa Fe,3563390,44923,0.012606815420147669
4068,Santa Fe,82,2021-02-23,6496,301,381.0,82,Santa Fe,3563390,51419,0.014429798590667875
4069,Santa Fe,82,2021-02-24,5568,219,412.0,82,Santa Fe,3563390,56987,0.01599235559397091
4070,Santa Fe,82,2021-02-25,5236,302,423.0,82,Santa Fe,3563390,62223,0.017461742890898836
4071,Santa Fe,82,2021-02-26,4635,277,389.0,82,Santa Fe,3563390,66858,0.018762470568756157
4072,Santa Fe,82,2021-02-27,671,95,251.0,82,Santa Fe,3563390,67529,0.01895077440302633
4073,Santa Fe,82,2021-02-28,40,0,133.0,82,Santa Fe,3563390,67569,0.01896199966885466
4074,Santa Fe,82,2021-03-01,5035,708,356.0,82,Santa Fe,3563390,72604,0.020374980004995245
4075,Santa Fe,82,2021-03-02,5524,681,463.0,82,Santa Fe,3563390,78128,0.02192518921588712
4076,Santa Fe,82,2021-03-03,4668,865,502.0,82,Santa Fe,3563390,82796,0.02323517773805281
4077,Santa Fe,82,2021-03-04,7085,982,531.0,82,Santa Fe,3563390,89881,0.025223452947895124
4078,Santa Fe,82,2021-03-05,7351,1172,433.0,82,Santa Fe,3563390,97232,0.027286376175495806
4079,Santa Fe,82,2021-03-06,2094,200,355.0,82,Santa Fe,3563390,99326,0.027874018841608693
4080,Santa Fe,82,2021-03-07,11,42,159.0,82,Santa Fe,3563390,99337,0.027877105789711483
4081,Santa Fe,82,2021-03-08,9114,635,432.0,82,Santa Fe,3563390,108451,0.030434782608695653
4082,Santa Fe,82,2021-03-09,7891,781,524.0,82,Santa Fe,3563390,116342,0.03264924692497874
4083,Santa Fe,82,2021-03-10,14150,463,563.0,82,Santa Fe,3563390,130492,0.03662018471174921
4084,Santa Fe,82,2021-03-11,14866,1011,487.0,82,Santa Fe,3563390,145358,0.04079205475684671
4085,Santa Fe,82,2021-03-12,9764,3322,553.0,82,Santa Fe,3563390,155122,0.043532142145541186
4086,Santa Fe,82,2021-03-13,1880,202,334.0,82,Santa Fe,3563390,157002,0.04405972963947252
4087,Santa Fe,82,2021-03-14,21,27,157.0,82,Santa Fe,3563390,157023,0.044065622904032396
4088,Santa Fe,82,2021-03-15,10479,2255,501.0,82,Santa Fe,3563390,167502,0.047006361919408206
4089,Santa Fe,82,2021-03-16,7702,2075,544.0,82,Santa Fe,3563390,175204,0.04916778685465245
4090,Santa Fe,82,2021-03-17,12187,1772,523.0,82,Santa Fe,3563390,187391,0.052587844720897794
4091,Santa Fe,82,2021-03-18,9526,2961,591.0,82,Santa Fe,3563390,196917,0.055261141777913726
4092,Santa Fe,82,2021-03-19,7015,2449,494.0,82,Santa Fe,3563390,203932,0.05722977277255647
4093,Santa Fe,82,2021-03-20,1223,160,336.0,82,Santa Fe,3563390,205155,0.05757298527525755
4094,Santa Fe,82,2021-03-21,1,6,146.0,82,Santa Fe,3563390,205156,0.05757326590690326
4095,Santa Fe,82,2021-03-22,6200,2041,751.0,82,Santa Fe,3563390,211356,0.05931318211029385
4096,Santa Fe,82,2021-03-23,4640,1655,663.0,82,Santa Fe,3563390,215996,0.06061531294637971
4097,Santa Fe,82,2021-03-24,101,31,321.0,82,Santa Fe,3563390,216097,0.06064365674259624
4098,Santa Fe,82,2021-03-25,10013,1321,679.0,82,Santa Fe,3563390,226110,0.06345362141107204
4099,Santa Fe,82,2021-03-26,9318,1449,701.0,82,Santa Fe,3563390,235428,0.06606854708578068
4100,Santa Fe,82,2021-03-27,2201,293,486.0,82,Santa Fe,3563390,237629,0.06668621733798434
4101,Santa Fe,82,2021-03-28,0,1,215.0,82,Santa Fe,3563390,237629,0.06668621733798434
4102,Santa Fe,82,2021-03-29,6764,818,890.0,82,Santa Fe,3563390,244393,0.06858440978955432
4103,Santa Fe,82,2021-03-30,11314,583,793.0,82,Santa Fe,3563390,255707,0.07175947622909645
4104,Santa Fe,82,2021-03-31,8994,807,929.0,82,Santa Fe,3563390,264701,0.07428347725059564
4105,Santa Fe,82,2021-04-01,6074,158,822.0,82,Santa Fe,3563390,270775,0.075988033866627
4106,Santa Fe,82,2021-04-02,3102,7,452.0,82,Santa Fe,3563390,273877,0.07685855323161371
4107,Santa Fe,82,2021-04-03,1284,5,489.0,82,Santa Fe,3563390,275161,0.077218884264703
4108,Santa Fe,82,2021-04-04,3,0,381.0,82,Santa Fe,3563390,275164,0.07721972615964012
4109,Santa Fe,82,2021-04-05,10365,1125,1175.0,82,Santa Fe,3563390,285529,0.08012847316740519
4110,Santa Fe,82,2021-04-06,16498,749,1401.0,82,Santa Fe,3563390,302027,0.08475833405829841
4111,Santa Fe,82,2021-04-07,16419,519,1331.0,82,Santa Fe,3563390,318446,0.08936602504918069
4112,Santa Fe,82,2021-04-08,19527,683,1344.0,82,Santa Fe,3563390,337973,0.09484591919492394
4113,Santa Fe,82,2021-04-09,17311,720,1433.0,82,Santa Fe,3563390,355284,0.0997039336137779
4114,Santa Fe,82,2021-04-10,2537,7,1200.0,82,Santa Fe,3563390,357821,0.10041589609893949
4115,Santa Fe,82,2021-04-11,118,0,723.0,82,Santa Fe,3563390,357939,0.10044901063313305
4116,Santa Fe,82,2021-04-12,16721,359,1546.0,82,Santa Fe,3563390,374660,0.1051414523810192
4117,Santa Fe,82,2021-04-13,17206,413,1634.0,82,Santa Fe,3563390,391866,0.1099700004770738
4118,Santa Fe,82,2021-04-14,16025,297,1877.0,82,Santa Fe,3563390,407891,0.11446712259954706
4119,Santa Fe,82,2021-04-15,15896,349,1972.0,82,Santa Fe,3563390,423787,0.11892804323972397
4120,Santa Fe,82,2021-04-16,10376,341,1929.0,82,Santa Fe,3563390,434163,0.12183987719559183
4121,Santa Fe,82,2021-04-17,1072,2,1264.0,82,Santa Fe,3563390,435235,0.12214071431979098
4122,Santa Fe,82,2021-04-18,7,0,771.0,82,Santa Fe,3563390,435242,0.12214267874131095
4123,Santa Fe,82,2021-04-19,4765,3215,1700.0,82,Santa Fe,3563390,440007,0.12347988853311033
4124,Santa Fe,82,2021-04-20,10272,342,2220.0,82,Santa Fe,3563390,450279,0.12636253679782455
4125,Santa Fe,82,2021-04-21,15866,341,2108.0,82,Santa Fe,3563390,466145,0.13081503848863021
4126,Santa Fe,82,2021-04-22,15108,356,1989.0,82,Santa Fe,3563390,481253,0.1350548213919891
4127,Santa Fe,82,2021-04-23,16341,803,2021.0,82,Santa Fe,3563390,497594,0.13964062311450612
4128,Santa Fe,82,2021-04-24,2813,6,1354.0,82,Santa Fe,3563390,500407,0.14043003993388317
4129,Santa Fe,82,2021-04-25,233,1,862.0,82,Santa Fe,3563390,500640,0.14049542710733318
4130,Santa Fe,82,2021-04-26,17328,398,1677.0,82,Santa Fe,3563390,517968,0.14535821226416418
4131,Santa Fe,82,2021-04-27,16508,436,2081.0,82,Santa Fe,3563390,534476,0.1499908794715145
4132,Santa Fe,82,2021-04-28,13133,293,1958.0,82,Santa Fe,3563390,547609,0.15367641487459974
4133,Santa Fe,82,2021-04-29,11426,366,2011.0,82,Santa Fe,3563390,559035,0.1568829120584612
4134,Santa Fe,82,2021-04-30,10888,453,1938.0,82,Santa Fe,3563390,569923,0.15993842941693162
4135,Santa Fe,82,2021-05-01,48,6,1078.0,82,Santa Fe,3563390,569971,0.15995189973592563
4136,Santa Fe,82,2021-05-02,18,0,536.0,82,Santa Fe,3563390,569989,0.15995695110554836
4137,Santa Fe,82,2021-05-03,3959,8504,2166.0,82,Santa Fe,3563390,573948,0.16106797179090698
4138,Santa Fe,82,2021-05-04,4337,7119,2213.0,82,Santa Fe,3563390,578285,0.16228507123834326
4139,Santa Fe,82,2021-05-05,13044,5757,2303.0,82,Santa Fe,3563390,591329,0.1659456304249605
4140,Santa Fe,82,2021-05-06,13574,5242,2159.0,82,Santa Fe,3563390,604903,0.16975492438380307
4141,Santa Fe,82,2021-05-07,8535,6370,1973.0,82,Santa Fe,3563390,613438,0.1721501154799222
4142,Santa Fe,82,2021-05-08,1463,232,1261.0,82,Santa Fe,3563390,614901,0.17256067957759325
4143,Santa Fe,82,2021-05-09,264,4,738.0,82,Santa Fe,3563390,615165,0.1726347663320602
4144,Santa Fe,82,2021-05-10,8335,10692,1979.0,82,Santa Fe,3563390,623500,0.17497383109903772
4145,Santa Fe,82,2021-05-11,4960,10099,2451.0,82,Santa Fe,3563390,628460,0.1763657640617502
4146,Santa Fe,82,2021-05-12,4029,12802,2248.0,82,Santa Fe,3563390,632489,0.17749642896230836
4147,Santa Fe,82,2021-05-13,1671,14618,2286.0,82,Santa Fe,3563390,634160,0.1779653644422867
4148,Santa Fe,82,2021-05-14,2007,15659,2515.0,82,Santa Fe,3563390,636167,0.178528592155223
4149,Santa Fe,82,2021-05-15,83,1348,1638.0,82,Santa Fe,3563390,636250,0.17855188458181676
4150,Santa Fe,82,2021-05-16,4,47,1142.0,82,Santa Fe,3563390,636254,0.17855300710839958
4151,Santa Fe,82,2021-05-17,5354,8203,2707.0,82,Santa Fe,3563390,641608,0.18005550893952108
4152,Santa Fe,82,2021-05-18,18880,3680,3248.0,82,Santa Fe,3563390,660488,0.18535383441049114
4153,Santa Fe,82,2021-05-19,10227,5241,3192.0,82,Santa Fe,3563390,670715,0.1882238542511485
4154,Santa Fe,82,2021-05-20,5208,4010,3352.0,82,Santa Fe,3563390,675923,0.18968538386199657
4155,Santa Fe,82,2021-05-21,3646,4906,3318.0,82,Santa Fe,3563390,679569,0.19070856684224854
4156,Santa Fe,82,2021-05-22,17302,161,2413.0,82,Santa Fe,3563390,696871,0.1955640555762911
4157,Santa Fe,82,2021-05-23,409,26,1377.0,82,Santa Fe,3563390,697280,0.19567883391938576
4158,Santa Fe,82,2021-05-24,3470,612,2883.0,82,Santa Fe,3563390,700750,0.19665262572999306
4159,Santa Fe,82,2021-05-25,823,86,1862.0,82,Santa Fe,3563390,701573,0.19688358557441088
4160,Santa Fe,82,2021-05-26,8559,5219,3608.0,82,Santa Fe,3563390,710132,0.19928551183002702
4161,Santa Fe,82,2021-05-27,4824,7706,3736.0,82,Santa Fe,3563390,714956,0.2006392788889232
4162,Santa Fe,82,2021-05-28,3837,8645,3906.0,82,Santa Fe,3563390,718793,0.2017160625135054
4163,Santa Fe,82,2021-05-29,4257,1530,2486.0,82,Santa Fe,3563390,723050,0.20291071142928505
4164,Santa Fe,82,2021-05-30,22,90,1965.0,82,Santa Fe,3563390,723072,0.20291688532549063
4165,Santa Fe,82,2021-05-31,20680,4755,2985.0,82,Santa Fe,3563390,743752,0.20872034775873535
4166,Santa Fe,82,2021-06-01,16376,4719,3361.0,82,Santa Fe,3563390,760128,0.21331597158885218
4167,Santa Fe,82,2021-06-02,11945,10517,3240.0,82,Santa Fe,3563390,772073,0.21666811659683616
4168,Santa Fe,82,2021-06-03,25784,4769,2983.0,82,Santa Fe,3563390,797857,0.22390392294977535
4169,Santa Fe,82,2021-06-04,22285,3125,2796.0,82,Santa Fe,3563390,820142,0.2301577991743817
4170,Santa Fe,82,2021-06-05,25941,1111,1876.0,82,Santa Fe,3563390,846083,0.23743766469569708
4171,Santa Fe,82,2021-06-06,6198,88,1357.0,82,Santa Fe,3563390,852281,0.23917701963579624
4172,Santa Fe,82,2021-06-07,25492,9646,2401.0,82,Santa Fe,3563390,877773,0.24633088154818866
4173,Santa Fe,82,2021-06-08,31668,2943,2843.0,82,Santa Fe,3563390,909441,0.25521792450447467
4174,Santa Fe,82,2021-06-09,28312,2050,2452.0,82,Santa Fe,3563390,937753,0.2631631676577641
4175,Santa Fe,82,2021-06-10,31213,928,2310.0,82,Santa Fe,3563390,968966,0.2719225232152529
4176,Santa Fe,82,2021-06-11,27015,1179,2220.0,82,Santa Fe,3563390,995981,0.2795037871240588
4177,Santa Fe,82,2021-06-12,14651,2818,1551.0,82,Santa Fe,3563390,1010632,0.2836153213653291
4178,Santa Fe,82,2021-06-13,4580,47,1255.0,82,Santa Fe,3563390,1015212,0.28490061430267244
4179,Santa Fe,82,2021-06-14,23820,4605,2157.0,82,Santa Fe,3563390,1039032,0.2915852601034408
4180,Santa Fe,82,2021-06-15,12697,14631,2205.0,82,Santa Fe,3563390,1051729,0.2951484401089973
4181,Santa Fe,82,2021-06-16,25204,7081,2220.0,82,Santa Fe,3563390,1076933,0.3022214801074258
4182,Santa Fe,82,2021-06-17,31636,4644,1941.0,82,Santa Fe,3563390,1108569,0.3110995428510491
4183,Santa Fe,82,2021-06-18,28879,3371,1766.0,82,Santa Fe,3563390,1137448,0.3192039041474551
4184,Santa Fe,82,2021-06-19,10412,4191,1143.0,82,Santa Fe,3563390,1147860,0.32212584084256846
4185,Santa Fe,82,2021-06-20,3678,745,660.0,82,Santa Fe,3563390,1151538,0.32315800403548306
4186,Santa Fe,82,2021-06-21,13970,128,885.0,82,Santa Fe,3563390,1165508,0.32707842812602606
4187,Santa Fe,82,2021-06-22,33102,2468,1951.0,82,Santa Fe,3563390,1198610,0.33636789686225754
4188,Santa Fe,82,2021-06-23,26807,1528,2240.0,82,Santa Fe,3563390,1225417,0.3438907893887562
4189,Santa Fe,82,2021-06-24,22976,902,2096.0,82,Santa Fe,3563390,1248393,0.3503385820805469
4190,Santa Fe,82,2021-06-25,32485,1546,2193.0,82,Santa Fe,3563390,1280878,0.35945490109137646
4191,Santa Fe,82,2021-06-26,16260,2873,1455.0,82,Santa Fe,3563390,1297138,0.36401797165059113
4192,Santa Fe,82,2021-06-27,3978,1789,917.0,82,Santa Fe,3563390,1301116,0.3651343243372182
4193,Santa Fe,82,2021-06-28,16799,16450,1727.0,82,Santa Fe,3563390,1317915,0.3698486553534696
4194,Santa Fe,82,2021-06-29,26842,12238,1868.0,82,Santa Fe,3563390,1344757,0.377381369987568
4195,Santa Fe,82,2021-06-30,26621,9658,1584.0,82,Santa Fe,3563390,1371378,0.38485206502796493
4196,Santa Fe,82,2021-07-01,28877,7948,1676.0,82,Santa Fe,3563390,1400255,0.3929558650610795
4197,Santa Fe,82,2021-07-02,32891,3824,1683.0,82,Santa Fe,3563390,1433146,0.4021861205200666
4198,Santa Fe,82,2021-07-03,18984,1821,1187.0,82,Santa Fe,3563390,1452130,0.4075136316821903
4199,Santa Fe,82,2021-07-04,4357,49,534.0,82,Santa Fe,3563390,1456487,0.4087363437625407
4200,Santa Fe,82,2021-07-05,30304,2911,1790.0,82,Santa Fe,3563390,1486791,0.4172406051540808
4201,Santa Fe,82,2021-07-06,27770,12955,2049.0,82,Santa Fe,3563390,1514561,0.4250337459553964
4202,Santa Fe,82,2021-07-07,30562,4548,1928.0,82,Santa Fe,3563390,1545123,0.4336104103115292
4203,Santa Fe,82,2021-07-08,22208,9497,1721.0,82,Santa Fe,3563390,1567331,0.439842677899416
4204,Santa Fe,82,2021-07-09,24419,1157,1239.0,82,Santa Fe,3563390,1591750,0.4466954220559636
4205,Santa Fe,82,2021-07-10,18258,333,921.0,82,Santa Fe,3563390,1610008,0.45181919464330317
4206,Santa Fe,82,2021-07-11,4693,214,806.0,82,Santa Fe,3563390,1614701,0.45313619895661156
4207,Santa Fe,82,2021-07-12,29415,1112,1601.0,82,Santa Fe,3563390,1644116,0.4613909788151171
4208,Santa Fe,82,2021-07-13,35311,959,1968.0,82,Santa Fe,3563390,1679427,0.4713003628567179
4209,Santa Fe,82,2021-07-14,29440,1319,1559.0,82,Santa Fe,3563390,1708867,0.47956215850636613
4210,Santa Fe,82,2021-07-15,39378,1599,1348.0,82,Santa Fe,3563390,1748245,0.490612871451062
4211,Santa Fe,82,2021-07-16,41521,458,1547.0,82,Santa Fe,3563390,1789766,0.5022649780125106
4212,Santa Fe,82,2021-07-17,17688,204,944.0,82,Santa Fe,3563390,1807454,0.5072287905617965
4213,Santa Fe,82,2021-07-18,1717,1616,584.0,82,Santa Fe,3563390,1809171,0.5077106350974774
4214,Santa Fe,82,2021-07-19,35203,680,1262.0,82,Santa Fe,3563390,1844374,0.5175897109213418
4215,Santa Fe,82,2021-07-20,21944,17103,1372.0,82,Santa Fe,3563390,1866318,0.5237478917547617
4216,Santa Fe,82,2021-07-21,38796,5677,1248.0,82,Santa Fe,3563390,1905114,0.5346352770816554
4217,Santa Fe,82,2021-07-22,23116,9472,1296.0,82,Santa Fe,3563390,1928230,0.5411223582038452
4218,Santa Fe,82,2021-07-23,37691,3225,1281.0,82,Santa Fe,3563390,1965921,0.5516996455622315
4219,Santa Fe,82,2021-07-24,17760,548,850.0,82,Santa Fe,3563390,1983681,0.5566836635900084
4220,Santa Fe,82,2021-07-25,667,1845,542.0,82,Santa Fe,3563390,1984348,0.5568708448976958
4221,Santa Fe,82,2021-07-26,18685,28555,1339.0,82,Santa Fe,3563390,2003033,0.5621144471977527
4222,Santa Fe,82,2021-07-27,17643,32682,850.0,82,Santa Fe,3563390,2020676,0.5670656313229818
4223,Santa Fe,82,2021-07-28,12583,31139,,82,Santa Fe,3563390,2033259,0.5705968193209275
4224,Santa Fe,82,2021-07-29,7468,8104,,82,Santa Fe,3563390,2040727,0.5726925764510761
4225,Santa Fe,82,S.I.,1,0,,82,Santa Fe,3563390,2040728,0.5726928570827218
4226,Santiago del Estero,86,2020-12-29,337,0,117.0,86,Santiago del Estero,988245,337,0.00034100855557073396
4227,Santiago del Estero,86,2020-12-30,627,0,125.0,86,Santiago del Estero,988245,964,0.0009754666100005565
4228,Santiago del Estero,86,2020-12-31,121,0,67.0,86,Santiago del Estero,988245,1085,0.0010979058836624522
4229,Santiago del Estero,86,2021-01-02,202,0,167.0,86,Santiago del Estero,988245,1287,0.001302308638040162
4230,Santiago del Estero,86,2021-01-03,75,0,49.0,86,Santiago del Estero,988245,1362,0.0013782007498140644
4231,Santiago del Estero,86,2021-01-04,386,0,152.0,86,Santiago del Estero,988245,1748,0.0017687921517437477
4232,Santiago del Estero,86,2021-01-05,213,0,138.0,86,Santiago del Estero,988245,1961,0.0019843257491816303
4233,Santiago del Estero,86,2021-01-06,371,0,174.0,86,Santiago del Estero,988245,2332,0.002359738728756533
